"","X1","X2","X3"
"1","0.621530132582924","3","trt"
"2","0.590849149636998","3","trt"
"3","0.499644425351765","3","trt"
"4","0.514282348322994","3","trt"
"5","0.581435177807361","3","trt"
"6","0.469742518510889","3","trt"
"7","0.541394514531216","3","trt"
"8","0.541394514531216","3","trt"
"9","0.590849149636998","3","trt"
"10","0.422686620456422","3","trt"
"11","0.422686620456422","3","trt"
"12","0.499644425351765","3","trt"
"13","0.504583830933184","3","trt"
"14","0.173269796842023","2","trt"
"15","0.178899780920477","2","trt"
"16","0.173269796842023","2","trt"
"17","0.229084556061109","2","trt"
"18","0.222302835652269","2","trt"
"19","0.130934815233743","2","trt"
"20","0.229084556061109","2","trt"
"21","0.170457740635256","2","trt"
"22","0.154185670809993","2","trt"
"23","0.252576759650026","2","trt"
"24","0.259973304692462","2","trt"
"25","0.252576759650026","2","trt"
"26","0.647290907291327","4","trt"
"27","0.532314919665644","4","trt"
"28","0.446884890882284","4","trt"
"29","0.559283103185853","4","trt"
"30","0.63838076618387","4","trt"
"31","0.608204698913795","4","trt"
"32","0.598918982131847","4","trt"
"33","0.647290907291327","4","trt"
"34","0.565729149349435","4","trt"
"35","0.522642254227323","4","trt"
"36","0.524247663956258","4","trt"
"37","0.565729149349435","4","trt"
"38","0.440419671535459","4","trt"
"39","0.524247663956258","4","trt"
"40","0.532314919665644","4","trt"
"41","0.517710803850855","4","trt"
"42","0.491097094684447","11","trt"
"43","0.531730904831509","11","trt"
"44","0.582558145436465","11","trt"
"45","0.420005384120037","11","trt"
"46","0.420005384120037","11","trt"
"47","0.46395554417437","11","trt"
"48","0.449424653821124","11","trt"
"49","0.491097094684447","11","trt"
"50","0.491097094684447","11","trt"
"51","0.582558145436465","11","trt"
"52","0.454318380203406","11","trt"
"53","0.374413810532643","11","trt"
"54","0.449424653821124","11","trt"
"55","0.45922963753115","24","trt"
"56","0.385245922106541","24","trt"
"57","0.383807229607604","24","trt"
"58","0.577926629968479","24","trt"
"59","0.313511954906403","24","trt"
"60","0.454327054631165","24","trt"
"61","0.546291216416991","24","trt"
"62","0.496044517641071","24","trt"
"63","0.385245922106541","24","trt"
"64","0.536656003595286","24","trt"
"65","0.502592894605742","24","trt"
"66","0.536656003595286","24","trt"
"67","0.424081813339776","24","trt"
"68","0.313511954906403","24","trt"
"69","0.460828302425533","24","trt"
"70","0.468881463879957","24","trt"
"71","0.383807229607604","24","trt"
"72","0.460828302425533","24","trt"
"73","0.536656003595286","24","trt"
"74","0.379061317785809","24","trt"
"75","0.577926629968479","24","trt"
"76","0.58736351075609","24","trt"
"77","0.519269820186562","18","trt"
"78","0.477449624570661","18","trt"
"79","0.39643234175213","18","trt"
"80","0.36816235474841","18","trt"
"81","0.437091990472321","18","trt"
"82","0.487139428748178","18","trt"
"83","0.477449624570661","18","trt"
"84","0.329472965637778","18","trt"
"85","0.487139428748178","18","trt"
"86","0.367445934449363","18","trt"
"87","0.437091990472321","18","trt"
"88","0.410527411107553","18","trt"
"89","0.52894923120292","18","trt"
"90","0.26460347238226","21","trt"
"91","0.396127099901025","21","trt"
"92","0.36786561327063","21","trt"
"93","0.443232201838722","21","trt"
"94","0.32919116107411","21","trt"
"95","0.402409695852167","21","trt"
"96","0.402409695852167","21","trt"
"97","0.486820677501509","21","trt"
"98","0.477131315035052","21","trt"
"99","0.518951318621126","21","trt"
"100","0.330534945142889","21","trt"
"101","0.410218692629353","21","trt"
"102","0.330534945142889","21","trt"
"103","0.436778097318113","21","trt"
"104","0.477131315035052","21","trt"
"105","0.477131315035052","21","trt"
"106","0.518951318621126","21","trt"
"107","0.400863017608363","21","trt"
"108","0.367149434871577","21","trt"
"109","0.32919116107411","21","trt"
"110","0.528631321215321","21","trt"
"111","0.644041817045992","26","trt"
"112","0.604815374829575","26","trt"
"113","0.533786739074181","26","trt"
"114","0.575110591485009","26","trt"
"115","0.456366606810634","26","trt"
"116","0.456366606810634","26","trt"
"117","0.456366606810634","26","trt"
"118","0.528777735046961","26","trt"
"119","0.528777735046961","26","trt"
"120","0.604815374829575","26","trt"
"121","0.575110591485009","26","trt"
"122","0.575110591485009","26","trt"
"123","0.533786739074181","26","trt"
"124","0.590039057649785","22","trt"
"125","0.519986566566742","22","trt"
"126","0.560790567482685","22","trt"
"127","0.635920425806372","22","trt"
"128","0.629834539691908","22","trt"
"129","0.596359916341775","22","trt"
"130","0.702994220960607","22","trt"
"131","0.596359916341775","22","trt"
"132","0.560790567482685","22","trt"
"133","0.666904331329305","22","trt"
"134","0.518469063250437","22","trt"
"135","0.560031547710727","22","trt"
"136","0.441168278975257","22","trt"
"137","0.513445496910337","22","trt"
"138","0.518469063250437","22","trt"
"139","0.666904331329305","22","trt"
"140","0.702994220960607","22","trt"
"141","0.388150829818826","19","trt"
"142","0.282356211544978","19","trt"
"143","0.316820637628434","19","trt"
"144","0.388150829818826","19","trt"
"145","0.282356211544978","19","trt"
"146","0.281126046379266","19","trt"
"147","0.316154133963576","19","trt"
"148","0.222836092618529","19","trt"
"149","0.349219440393594","19","trt"
"150","0.381948565199165","19","trt"
"151","0.349219440393594","19","trt"
"152","0.277078891834535","19","trt"
"153","0.316820637628434","19","trt"
"154","0.343290227495542","19","trt"
"155","0.281126046379266","19","trt"
"156","0.379758719817886","15","trt"
"157","0.211306389354327","15","trt"
"158","0.332530574708429","15","trt"
"159","0.379758719817886","15","trt"
"160","0.297449758916985","15","trt"
"161","0.332530574708429","15","trt"
"162","0.164186758530444","15","trt"
"163","0.164186758530444","15","trt"
"164","0.275222558296398","15","trt"
"165","0.341199665008599","15","trt"
"166","0.207973582893596","15","trt"
"167","0.263694904373309","15","trt"
"168","0.240545976265745","15","trt"
"169","0.370661140360376","15","trt"
"170","0.299831768981169","17","trt"
"171","0.190209737372613","17","trt"
"172","0.242629670324419","17","trt"
"173","0.242629670324419","17","trt"
"174","0.382441059272104","17","trt"
"175","0.275308296264779","17","trt"
"176","0.336100875671269","17","trt"
"177","0.312269198908863","17","trt"
"178","0.190209737372613","17","trt"
"179","0.305359397451028","17","trt"
"180","0.34197057682321","17","trt"
"181","0.274694009135885","17","trt"
"182","0.238952502354438","17","trt"
"183","0.584718342582052","20","trt"
"184","0.507959677123193","20","trt"
"185","0.432402740995574","20","trt"
"186","0.47310786830648","20","trt"
"187","0.551233900496871","20","trt"
"188","0.507959677123193","20","trt"
"189","0.509568130087863","20","trt"
"190","0.624701797509123","20","trt"
"191","0.584718342582052","20","trt"
"192","0.544745838419494","20","trt"
"193","0.503020778801945","20","trt"
"194","0.425985677738244","20","trt"
"195","0.441536172445107","23","trt"
"196","0.316217582211559","23","trt"
"197","0.290910740175134","23","trt"
"198","0.359476940024069","23","trt"
"199","0.257037000782191","23","trt"
"200","0.258199616282035","23","trt"
"201","0.257037000782191","23","trt"
"202","0.321908409499841","23","trt"
"203","0.431989406442185","23","trt"
"204","0.391474314911497","23","trt"
"205","0.321908409499841","23","trt"
"206","0.400757436913854","23","trt"
"207","0.258199616282035","23","trt"
"208","0.290275584250457","23","trt"
"209","0.202335950270033","23","trt"
"210","0.253214484632485","23","trt"
"211","0.353468162763103","23","trt"
"212","0.589186171777981","12","trt"
"213","0.598546180892872","12","trt"
"214","0.507627421970157","12","trt"
"215","0.39002668702154","12","trt"
"216","0.465836276116431","12","trt"
"217","0.480434765340876","12","trt"
"218","0.548155735706972","12","trt"
"219","0.39002668702154","12","trt"
"220","0.480434765340876","12","trt"
"221","0.598546180892872","12","trt"
"222","0.470755910040017","12","trt"
"223","0.189344139256589","5","trt"
"224","0.275753868522203","5","trt"
"225","0.208412401585384","5","trt"
"226","0.218239645263242","5","trt"
"227","0.275753868522203","5","trt"
"228","0.161805711869025","5","trt"
"229","0.237372056885649","5","trt"
"230","0.310401612929321","5","trt"
"231","0.271847658637429","7","trt"
"232","0.23944408212105","7","trt"
"233","0.187541968144806","7","trt"
"234","0.369253009965406","7","trt"
"235","0.296188859665774","7","trt"
"236","0.338062887317277","7","trt"
"237","0.369253009965406","7","trt"
"238","0.338062887317277","7","trt"
"239","0.369253009965406","7","trt"
"240","0.271238203072259","7","trt"
"241","0.187541968144806","7","trt"
"242","0.300324178990957","7","trt"
"243","0.23944408212105","7","trt"
"244","0.332226395264958","7","trt"
"245","0.409014099811082","7","trt"
"246","0.301678265155307","7","trt"
"247","0.408284880928984","25","trt"
"248","0.328767375602402","25","trt"
"249","0.484822602027883","25","trt"
"250","0.526637746179596","25","trt"
"251","0.434811387316054","25","trt"
"252","0.441259198760653","25","trt"
"253","0.32301305356626","25","trt"
"254","0.394215315494807","25","trt"
"255","0.441259198760653","25","trt"
"256","0.434811387316054","25","trt"
"257","0.400487699293277","25","trt"
"258","0.408284880928984","25","trt"
"259","0.394215315494807","25","trt"
"260","0.362061820787453","13","trt"
"261","0.450778115596505","13","trt"
"262","0.337324649986377","13","trt"
"263","0.362061820787453","13","trt"
"264","0.264244396932955","13","trt"
"265","0.324359947295893","13","trt"
"266","0.409772120349801","13","trt"
"267","0.260352256317338","13","trt"
"268","0.29804111871247","13","trt"
"269","0.29804111871247","13","trt"
"270","0.264244396932955","13","trt"
"271","0.661604295010661","16","trt"
"272","0.546530126324324","16","trt"
"273","0.469121523814969","16","trt"
"274","0.691462937308818","16","trt"
"275","0.548036286239053","16","trt"
"276","0.733637503329168","16","trt"
"277","0.69968045479295","16","trt"
"278","0.630752126075847","16","trt"
"279","0.548036286239053","16","trt"
"280","0.691462937308818","16","trt"
"281","0.587597120070354","16","trt"
"282","0.61701028469963","16","trt"
"283","0.541540443563268","16","trt"
"284","0.62166838147125","16","trt"
"285","0.725985255795807","16","trt"
"286","0.623180870260634","16","trt"
"287","0.546530126324324","16","trt"
"288","0.405463351866037","1","trt"
"289","0.366917974339446","1","trt"
"290","0.405463351866037","1","trt"
"291","0.446364250334706","1","trt"
"292","0.328971191085927","1","trt"
"293","0.269535634657015","1","trt"
"294","0.373023475254658","1","trt"
"295","0.373023475254658","1","trt"
"296","0.264409649225449","1","trt"
"297","0.446364250334706","1","trt"
"298","0.333347428663759","1","trt"
"299","0.334779166145143","1","trt"
"300","0.492863893440569","30","trt"
"301","0.492863893440569","30","trt"
"302","0.343247979495931","30","trt"
"303","0.416168676195085","30","trt"
"304","0.610440861005537","30","trt"
"305","0.458083563430244","30","trt"
"306","0.579469159124529","30","trt"
"307","0.529733803121541","30","trt"
"308","0.343247979495931","30","trt"
"309","0.487926222362745","30","trt"
"310","0.502565661721033","30","trt"
"311","0.457318811946295","30","trt"
"312","0.416168676195085","30","trt"
"313","0.56998391347181","30","trt"
"314","0.411289698615651","30","trt"
"315","0.502565661721033","30","trt"
"316","0.610440861005537","30","trt"
"317","0.197121753733969","28","trt"
