"","X1","X2","X3"
"1","0.32413412399538","1","trt"
"2","0.25119829185942","1","trt"
"3","0.326560822883937","1","trt"
"4","0.310998141759714","1","trt"
"5","0.406422576129076","1","trt"
"6","0.397293644023731","1","trt"
"7","0.333984935910131","1","trt"
"8","0.32413412399538","1","trt"
"9","0.25119829185942","1","trt"
"10","0.326560822883937","1","trt"
"11","0.310998141759714","1","trt"
"12","0.397293644023731","1","trt"
"13","0.696170519402807","1","trt"
"14","0.25119829185942","1","trt"
"15","0.326560822883937","1","trt"
"16","0.310998141759714","1","trt"
"17","0.406422576129076","1","trt"
"18","0.397293644023731","1","trt"
"19","0.696170519402807","1","trt"
"20","0.333984935910131","1","trt"
"21","0.342129559742502","2","trt"
"22","0.344622288504286","2","trt"
"23","0.42610626744498","2","trt"
"24","0.713030189739329","2","trt"
"25","0.352242243827566","2","trt"
"26","0.342129559742502","2","trt"
"27","0.266742564218427","2","trt"
"28","0.344622288504286","2","trt"
"29","0.32861888229821","2","trt"
"30","0.352242243827566","2","trt"
"31","0.344622288504286","2","trt"
"32","0.42610626744498","2","trt"
"33","0.416845695953782","2","trt"
"34","0.352242243827566","2","trt"
"35","0.465507665646966","3","trt"
"36","0.37857920705561","3","trt"
"37","0.468259481387368","3","trt"
"38","0.47662505924669","3","trt"
"39","0.465507665646966","3","trt"
"40","0.37857920705561","3","trt"
"41","0.554254107660732","3","trt"
"42","0.450460911302772","3","trt"
"43","0.47662505924669","3","trt"
"44","0.465507665646966","3","trt"
"45","0.37857920705561","3","trt"
"46","0.450460911302772","3","trt"
"47","0.554254107660732","3","trt"
"48","0.228569065192574","4","trt"
"49","0.171674913322234","4","trt"
"50","0.218056462500112","4","trt"
"51","0.297267127181712","4","trt"
"52","0.289394643954647","4","trt"
"53","0.171674913322234","4","trt"
"54","0.230524327843076","4","trt"
"55","0.218056462500112","4","trt"
"56","0.289394643954647","4","trt"
"57","0.228569065192574","4","trt"
"58","0.171674913322234","4","trt"
"59","0.230524327843076","4","trt"
"60","0.218056462500112","4","trt"
"61","0.297267127181712","4","trt"
"62","0.289394643954647","4","trt"
"63","0.323229421108491","5","trt"
"64","0.325652610303595","5","trt"
"65","0.310113280197833","5","trt"
"66","0.405425970097744","5","trt"
"67","0.396304477699192","5","trt"
"68","0.333066287557588","5","trt"
"69","0.323229421108491","5","trt"
"70","0.250421734717813","5","trt"
"71","0.310113280197833","5","trt"
"72","0.405425970097744","5","trt"
"73","0.396304477699192","5","trt"
"74","0.333066287557588","5","trt"
"75","0.323229421108491","5","trt"
"76","0.325652610303595","5","trt"
"77","0.310113280197833","5","trt"
"78","0.405425970097744","5","trt"
"79","0.396304477699192","5","trt"
"80","0.695295668575079","5","trt"
"81","0.333066287557588","5","trt"
"82","0.318972257483875","6","trt"
"83","0.403705552219193","6","trt"
"84","0.488741515308828","6","trt"
"85","0.479256468102683","6","trt"
"86","0.401046978100951","6","trt"
"87","0.318972257483875","6","trt"
"88","0.403705552219193","6","trt"
"89","0.386576835031411","6","trt"
"90","0.488741515308828","6","trt"
"91","0.761852123899045","6","trt"
"92","0.401046978100951","6","trt"
"93","0.403705552219193","6","trt"
"94","0.386576835031411","6","trt"
"95","0.488741515308828","6","trt"
"96","0.479256468102683","6","trt"
"97","0.761852123899045","6","trt"
"98","0.327584931960698","7","trt"
"99","0.254164613681299","7","trt"
"100","0.330024850741597","7","trt"
"101","0.337488249905587","7","trt"
"102","0.327584931960698","7","trt"
"103","0.254164613681299","7","trt"
"104","0.314374150615044","7","trt"
"105","0.699482924032229","7","trt"
"106","0.337488249905587","7","trt"
"107","0.327584931960698","7","trt"
"108","0.314374150615044","7","trt"
"109","0.401061139239282","7","trt"
"110","0.699482924032229","7","trt"
"111","0.337488249905587","7","trt"
"112","0.27730451280107","8","trt"
"113","0.439198787576726","8","trt"
"114","0.429866806695021","8","trt"
"115","0.364506713960436","8","trt"
"116","0.27730451280107","8","trt"
"117","0.356767572569098","8","trt"
"118","0.439198787576726","8","trt"
"119","0.429866806695021","8","trt"
"120","0.364506713960436","8","trt"
"121","0.354234477336409","8","trt"
"122","0.27730451280107","8","trt"
"123","0.356767572569098","8","trt"
"124","0.340493186890306","8","trt"
"125","0.439198787576726","8","trt"
"126","0.429866806695021","8","trt"
"127","0.364506713960436","8","trt"
"128","0.280436174530692","9","trt"
"129","0.214216623461795","9","trt"
"130","0.28267254755305","9","trt"
"131","0.268367927991096","9","trt"
"132","0.357498948944181","9","trt"
"133","0.348823137361657","9","trt"
"134","0.650597401730657","9","trt"
"135","0.289527858012803","9","trt"
"136","0.214216623461795","9","trt"
"137","0.268367927991096","9","trt"
"138","0.357498948944181","9","trt"
"139","0.348823137361657","9","trt"
"140","0.650597401730657","9","trt"
"141","0.289527858012803","9","trt"
"142","0.280436174530692","9","trt"
"143","0.214216623461795","9","trt"
"144","0.28267254755305","9","trt"
"145","0.268367927991096","9","trt"
"146","0.357498948944181","9","trt"
"147","0.650597401730657","9","trt"
"148","0.289527858012803","9","trt"
