"trt" "pref" "day" "dieta" "dietb"
"2" "lacto 100g_lacto 100" 0.581632653061224 2019-01-29 57 41
"3" "lacto 100g_lacto 100" 0.270049099836334 2019-01-29 165 446
"4" "lacto 100g_lacto 100" 0.494845360824742 2019-01-29 192 196
"5" "lacto 100g_lacto 100" 0.312607944732297 2019-01-29 181 398
"6" "lacto 100g_lacto 100" 0.19672131147541 2019-01-29 60 245
"7" "lacto 100g_lacto 100" 0.706611570247934 2019-01-29 342 142
"8" "lacto 100g_lacto 100" 0.291183294663573 2019-01-29 251 611
"9" "lacto 100g_lacto 100" 0.186619718309859 2019-01-29 106 462
"10" "lacto 100g_lacto 100" 0.00749063670411985 2019-01-29 2 265
"12" "lacto 100g_lacto 100" 0.0702479338842975 2019-01-27 51 675
"13" "lacto 100g_lacto 100" 0.67680608365019 2019-01-27 178 85
"14" "lacto 100g_lacto 100" 0.0431034482758621 2019-01-27 40 888
"15" "lacto 100g_lacto 100" 0.238307349665924 2019-01-27 107 342
"16" "lacto 100g_lacto 100" 0.772727272727273 2019-01-27 68 20
"17" "lacto 100g_lacto 100" 0.323353293413174 2019-01-27 108 226
"18" "lacto 100g_lacto 100" 0.263235294117647 2019-01-27 179 501
"19" "lacto 100g_lacto 100" 0.577039274924471 2019-01-27 191 140
"20" "lacto 100g_lacto 100" 0.24375 2019-01-27 117 363
"21" "lacto 100g_lacto 100" 0.806122448979592 2019-01-28 158 38
"22" "lacto 100g_lacto 100" 0.78125 2019-01-28 75 21
"23" "lacto 100g_lacto 100" 0.832049306625578 2019-01-28 540 109
"24" "lacto 100g_lacto 100" 0.634920634920635 2019-01-28 40 23
"25" "lacto 100g_lacto 100" 0.753846153846154 2019-01-28 294 96
"26" "lacto 100g_lacto 100" 0.492537313432836 2019-01-28 66 68
"27" "lacto 100g_lacto 100" 0.652694610778443 2019-01-28 109 58
"28" "lacto 100g_lacto 100" 0.959780621572212 2019-01-28 525 22
"29" "lacto 100g_lacto 100" 1 2019-01-28 16 0
"30" "lacto 100g_lacto 100" 0.716666666666667 2019-01-28 43 17
"110" "aceto 100g_aceto 100" 0.137749737118822 2019-01-29 131 820
"210" "aceto 100g_aceto 100" 0.951219512195122 2019-01-29 39 2
"31" "aceto 100g_aceto 100" 0.732919254658385 2019-01-29 118 43
"41" "aceto 100g_aceto 100" 0 2019-01-29 0 24
"51" "aceto 100g_aceto 100" 0.754491017964072 2019-01-29 126 41
"61" "aceto 100g_aceto 100" 0.105008077544426 2019-01-29 65 554
"71" "aceto 100g_aceto 100" 0.112977099236641 2019-01-29 74 581
"81" "aceto 100g_aceto 100" 0.242053789731051 2019-01-29 198 620
"91" "aceto 100g_aceto 100" 0.143730886850153 2019-01-29 94 560
"101" "aceto 100g_aceto 100" 0.55919395465995 2019-01-29 222 175
"111" "aceto 100g_aceto 100" 0.424190800681431 2019-01-27 249 338
"121" "aceto 100g_aceto 100" 0.166666666666667 2019-01-27 3 15
"131" "aceto 100g_aceto 100" 0.0253623188405797 2019-01-27 14 538
"141" "aceto 100g_aceto 100" 0.639285714285714 2019-01-27 358 202
"151" "aceto 100g_aceto 100" 0.516666666666667 2019-01-27 31 29
"161" "aceto 100g_aceto 100" 0.375 2019-01-27 57 95
"171" "aceto 100g_aceto 100" 0.263888888888889 2019-01-27 19 53
"181" "aceto 100g_aceto 100" 0.60960960960961 2019-01-27 203 130
"201" "aceto 100g_aceto 100" 0.309446254071661 2019-01-27 95 212
"211" "aceto 100g_aceto 100" 0.693950177935943 2019-01-28 195 86
"221" "aceto 100g_aceto 100" 0.924615384615385 2019-01-28 601 49
"231" "aceto 100g_aceto 100" 0.618993135011442 2019-01-28 541 333
"241" "aceto 100g_aceto 100" 0.369281045751634 2019-01-28 113 193
"251" "aceto 100g_aceto 100" 0.259452411994785 2019-01-28 199 568
"261" "aceto 100g_aceto 100" 0.720261437908497 2019-01-28 551 214
"271" "aceto 100g_aceto 100" 0.847222222222222 2019-01-28 366 66
"281" "aceto 100g_aceto 100" 0.633802816901408 2019-01-28 90 52
"291" "aceto 100g_aceto 100" 0.651480637813212 2019-01-28 286 153
"301" "aceto 100g_aceto 100" 0.776056338028169 2019-01-28 551 159
"112" "axenic 100g_axenic 100" 0.455882352941176 2019-01-29 31 37
"212" "axenic 100g_axenic 100" 0.838056680161943 2019-01-29 414 80
"310" "axenic 100g_axenic 100" 0.755411255411255 2019-01-29 349 113
"47" "axenic 100g_axenic 100" 0.0311231393775372 2019-01-29 23 716
"510" "axenic 100g_axenic 100" 1 2019-01-29 48 0
"62" "axenic 100g_axenic 100" 0.114093959731544 2019-01-29 34 264
"72" "axenic 100g_axenic 100" 0.8 2019-01-29 16 4
"82" "axenic 100g_axenic 100" 0.0392156862745098 2019-01-29 2 49
"92" "axenic 100g_axenic 100" 0.104477611940299 2019-01-29 14 120
"102" "axenic 100g_axenic 100" 0.145539906103286 2019-01-29 31 182
"113" "axenic 100g_axenic 100" 0.555555555555556 2019-01-27 5 4
"122" "axenic 100g_axenic 100" 0.388059701492537 2019-01-27 52 82
"132" "axenic 100g_axenic 100" 0.548076923076923 2019-01-27 57 47
"162" "axenic 100g_axenic 100" 0.698198198198198 2019-01-27 155 67
"172" "axenic 100g_axenic 100" 0.023407022106632 2019-01-27 18 751
"182" "axenic 100g_axenic 100" 0.625 2019-01-27 55 33
"191" "axenic 100g_axenic 100" 0.755905511811024 2019-01-27 480 155
